,Sample,Dataset,biome_0,biome_1,biome_2,biome_3,biome_4,family,category,mammals
X7_European_Otter,X7_European_Otter,Vertebrata,root,Host-associated,Mammalia,Carnivora,feces,Mustelidae,Animal,Mammalia
X71_Fire_Salamander,X71_Fire_Salamander,Vertebrata,root,Host-associated,Amphibia,Caudata,feces,Salamandridae,Animal,Others
X72_Ural_Owl,X72_Ural_Owl,Vertebrata,root,Host-associated,Aves,Strigiformes,feces,Strigidae,Animal,Others
X73_One_humped_Camel,X73_One_humped_Camel,Vertebrata,root,Host-associated,Mammalia,Artiodactyla,feces,Camelidae,Animal,Mammalia
X74_Steppe_Polecat,X74_Steppe_Polecat,Vertebrata,root,Host-associated,Mammalia,Carnivora,feces,Mustelidae,Animal,Mammalia
X75_fail1_Steppe_Polecat,X75_fail1_Steppe_Polecat,Vertebrata,root,Host-associated,Mammalia,Carnivora,feces,Mustelidae,Animal,Mammalia
X76_European_Polecat,X76_European_Polecat,Vertebrata,root,Host-associated,Mammalia,Carnivora,feces,Mustelidae,Animal,Mammalia
X77_Onager,X77_Onager,Vertebrata,root,Host-associated,Mammalia,Perissodactyla,feces,Equidae,Animal,Mammalia
X78_Indian_Gazelle,X78_Indian_Gazelle,Vertebrata,root,Host-associated,Mammalia,Artiodactyla,feces,Bovidae,Animal,Mammalia
X79_Eurasian_Beaver,X79_Eurasian_Beaver,Vertebrata,root,Host-associated,Mammalia,Rodentia,feces,Castoridae,Animal,Mammalia
X8_Garden_Dormouse,X8_Garden_Dormouse,Vertebrata,root,Host-associated,Mammalia,Rodentia,gut,Gliridae,Animal,Mammalia
X80_European_Otter,X80_European_Otter,Vertebrata,root,Host-associated,Mammalia,Carnivora,feces,Mustelidae,Animal,Mammalia
X81_Wolf,X81_Wolf,Vertebrata,root,Host-associated,Mammalia,Carnivora,feces,Canidae,Animal,Mammalia
X82_Eurasian_Ruffe,X82_Eurasian_Ruffe,Vertebrata,root,Host-associated,Actinopterygii,Perciformes,feces,Percidae,Animal,Others
X83_Common_Rudd,X83_Common_Rudd,Vertebrata,root,Host-associated,Actinopterygii,Cypriniformes,feces,Cyprinidae,Animal,Others
X84_Common_Chiffchaff,X84_Common_Chiffchaff,Vertebrata,root,Host-associated,Aves,Passeriformes,feces,Sylviidae,Animal,Others
X85_Domestic_Dog,X85_Domestic_Dog,Vertebrata,root,Host-associated,Mammalia,Carnivora,feces,Canidae,Animal,Mammalia
X87_Garden_Dormouse,X87_Garden_Dormouse,Vertebrata,root,Host-associated,Mammalia,Rodentia,feces,Gliridae,Animal,Mammalia
X89_Fat_Dormouse,X89_Fat_Dormouse,Vertebrata,root,Host-associated,Mammalia,Rodentia,feces,Gliridae,Animal,Mammalia
X90_Water_Rail,X90_Water_Rail,Vertebrata,root,Host-associated,Aves,Gruiformes,feces,Rallidae,Animal,Others
X91_Dunnock,X91_Dunnock,Vertebrata,root,Host-associated,Aves,Passeriformes,feces,Passeridae,Animal,Others
X92_Lesser_White_toothed_Shrew,X92_Lesser_White_toothed_Shrew,Vertebrata,root,Host-associated,Mammalia,Soricomorpha,feces,Soricidae,Animal,Mammalia
X93_Red_Sheep,X93_Red_Sheep,Vertebrata,root,Host-associated,Mammalia,Artiodactyla,feces,Bovidae,Animal,Mammalia
X94_Mangalica,X94_Mangalica,Vertebrata,root,Host-associated,Mammalia,Artiodactyla,feces,Suidae,Animal,Mammalia
X95_Meadow_Viper,X95_Meadow_Viper,Vertebrata,root,Host-associated,Reptilia,Squamata,feces,Viperidae,Animal,Others
X96_European_Hare,X96_European_Hare,Vertebrata,root,Host-associated,Mammalia,Lagomorpha,feces,Leporidae,Animal,Mammalia
X98_Eurasian_Red_Squirrel,X98_Eurasian_Red_Squirrel,Vertebrata,root,Host-associated,Mammalia,Rodentia,gut,Sciuridae,Animal,Mammalia
AC622,AC622,Amato_2019,root,Host-associated,Mammalia,Primates,fecal,Atelidae,Animal,Mammalia
AC660,AC660,Amato_2019,root,Host-associated,Mammalia,Primates,fecal,Atelidae,Animal,Mammalia
AC665,AC665,Amato_2019,root,Host-associated,Mammalia,Primates,fecal,Atelidae,Animal,Mammalia
AC667,AC667,Amato_2019,root,Host-associated,Mammalia,Primates,fecal,Atelidae,Animal,Mammalia
AC668,AC668,Amato_2019,root,Host-associated,Mammalia,Primates,fecal,Atelidae,Animal,Mammalia
Ahyb1000,Ahyb1000,Amato_2019,root,Host-associated,Mammalia,Primates,fecal,Atelidae,Animal,Mammalia
Ahyb135,Ahyb135,Amato_2019,root,Host-associated,Mammalia,Primates,fecal,Atelidae,Animal,Mammalia
Ahyb257,Ahyb257,Amato_2019,root,Host-associated,Mammalia,Primates,fecal,Atelidae,Animal,Mammalia
Ahyb401,Ahyb401,Amato_2019,root,Host-associated,Mammalia,Primates,fecal,Atelidae,Animal,Mammalia
Ahyb411,Ahyb411,Amato_2019,root,Host-associated,Mammalia,Primates,fecal,Atelidae,Animal,Mammalia
APAL36,APAL36,Amato_2019,root,Host-associated,Mammalia,Primates,fecal,Atelidae,Animal,Mammalia
APAL37,APAL37,Amato_2019,root,Host-associated,Mammalia,Primates,fecal,Atelidae,Animal,Mammalia
APAL38,APAL38,Amato_2019,root,Host-associated,Mammalia,Primates,fecal,Atelidae,Animal,Mammalia
APAL39,APAL39,Amato_2019,root,Host-associated,Mammalia,Primates,fecal,Atelidae,Animal,Mammalia
Apalw13,Apalw13,Amato_2019,root,Host-associated,Mammalia,Primates,fecal,Atelidae,Animal,Mammalia
Apalw14,Apalw14,Amato_2019,root,Host-associated,Mammalia,Primates,fecal,Atelidae,Animal,Mammalia
APF103,APF103,Amato_2019,root,Host-associated,Mammalia,Primates,fecal,Atelidae,Animal,Mammalia
APF104,APF104,Amato_2019,root,Host-associated,Mammalia,Primates,fecal,Atelidae,Animal,Mammalia
APF105,APF105,Amato_2019,root,Host-associated,Mammalia,Primates,fecal,Atelidae,Animal,Mammalia
APF106,APF106,Amato_2019,root,Host-associated,Mammalia,Primates,fecal,Atelidae,Animal,Mammalia
APF36,APF36,Amato_2019,root,Host-associated,Mammalia,Primates,fecal,Atelidae,Animal,Mammalia
APF37,APF37,Amato_2019,root,Host-associated,Mammalia,Primates,fecal,Atelidae,Animal,Mammalia
APF38,APF38,Amato_2019,root,Host-associated,Mammalia,Primates,fecal,Atelidae,Animal,Mammalia
APF39,APF39,Amato_2019,root,Host-associated,Mammalia,Primates,fecal,Atelidae,Animal,Mammalia
Asen1111,Asen1111,Amato_2019,root,Host-associated,Mammalia,Primates,fecal,Atelidae,Animal,Mammalia
Asen685,Asen685,Amato_2019,root,Host-associated,Mammalia,Primates,fecal,Atelidae,Animal,Mammalia
AsenLink1,AsenLink1,Amato_2019,root,Host-associated,Mammalia,Primates,fecal,Atelidae,Animal,Mammalia
AsenLink2,AsenLink2,Amato_2019,root,Host-associated,Mammalia,Primates,fecal,Atelidae,Animal,Mammalia
AsenLink3,AsenLink3,Amato_2019,root,Host-associated,Mammalia,Primates,fecal,Atelidae,Animal,Mammalia
AsenLink4,AsenLink4,Amato_2019,root,Host-associated,Mammalia,Primates,fecal,Atelidae,Animal,Mammalia
AtbelzLink1,AtbelzLink1,Amato_2019,root,Host-associated,Mammalia,Primates,fecal,Atelidae,Animal,Mammalia
AtbelzLink2,AtbelzLink2,Amato_2019,root,Host-associated,Mammalia,Primates,fecal,Atelidae,Animal,Mammalia
AtbelzLink3,AtbelzLink3,Amato_2019,root,Host-associated,Mammalia,Primates,fecal,Atelidae,Animal,Mammalia
AtbelzLink4,AtbelzLink4,Amato_2019,root,Host-associated,Mammalia,Primates,fecal,Atelidae,Animal,Mammalia
AtbelzLink5,AtbelzLink5,Amato_2019,root,Host-associated,Mammalia,Primates,fecal,Atelidae,Animal,Mammalia
BWC2023,BWC2023,Amato_2019,root,Host-associated,Mammalia,Primates,fecal,Cercopithecidae,Animal,Mammalia
BWC2026,BWC2026,Amato_2019,root,Host-associated,Mammalia,Primates,fecal,Cercopithecidae,Animal,Mammalia
BWC2061,BWC2061,Amato_2019,root,Host-associated,Mammalia,Primates,fecal,Cercopithecidae,Animal,Mammalia
BWC2063,BWC2063,Amato_2019,root,Host-associated,Mammalia,Primates,fecal,Cercopithecidae,Animal,Mammalia
BWC2115,BWC2115,Amato_2019,root,Host-associated,Mammalia,Primates,fecal,Cercopithecidae,Animal,Mammalia
Gor1,Gor1,Amato_2019,root,Host-associated,Mammalia,Primates,fecal,Hominidae,Animal,Mammalia
Gor11,Gor11,Amato_2019,root,Host-associated,Mammalia,Primates,fecal,Hominidae,Animal,Mammalia
Gor12,Gor12,Amato_2019,root,Host-associated,Mammalia,Primates,fecal,Hominidae,Animal,Mammalia
Gor2,Gor2,Amato_2019,root,Host-associated,Mammalia,Primates,fecal,Hominidae,Animal,Mammalia
Gor3,Gor3,Amato_2019,root,Host-associated,Mammalia,Primates,fecal,Hominidae,Animal,Mammalia
JB1,JB1,Amato_2019,root,Host-associated,Mammalia,Primates,fecal,Cercopithecidae,Animal,Mammalia
JB10,JB10,Amato_2019,root,Host-associated,Mammalia,Primates,fecal,Cercopithecidae,Animal,Mammalia
JB12,JB12,Amato_2019,root,Host-associated,Mammalia,Primates,fecal,Cercopithecidae,Animal,Mammalia
JB13,JB13,Amato_2019,root,Host-associated,Mammalia,Primates,fecal,Cercopithecidae,Animal,Mammalia
JB15,JB15,Amato_2019,root,Host-associated,Mammalia,Primates,fecal,Cercopithecidae,Animal,Mammalia
JB17,JB17,Amato_2019,root,Host-associated,Mammalia,Primates,fecal,Cercopithecidae,Animal,Mammalia
JB18,JB18,Amato_2019,root,Host-associated,Mammalia,Primates,fecal,Cercopithecidae,Animal,Mammalia
JB24,JB24,Amato_2019,root,Host-associated,Mammalia,Primates,fecal,Cercopithecidae,Animal,Mammalia
JB25,JB25,Amato_2019,root,Host-associated,Mammalia,Primates,fecal,Cercopithecidae,Animal,Mammalia
JB27,JB27,Amato_2019,root,Host-associated,Mammalia,Primates,fecal,Cercopithecidae,Animal,Mammalia
JB28,JB28,Amato_2019,root,Host-associated,Mammalia,Primates,fecal,Cercopithecidae,Animal,Mammalia
JB29,JB29,Amato_2019,root,Host-associated,Mammalia,Primates,fecal,Cercopithecidae,Animal,Mammalia
JB3,JB3,Amato_2019,root,Host-associated,Mammalia,Primates,fecal,Cercopithecidae,Animal,Mammalia
JB32,JB32,Amato_2019,root,Host-associated,Mammalia,Primates,fecal,Cercopithecidae,Animal,Mammalia
JB34,JB34,Amato_2019,root,Host-associated,Mammalia,Primates,fecal,Cercopithecidae,Animal,Mammalia
LabEllis3,LabEllis3,Amato_2019,root,Host-associated,Mammalia,Primates,fecal,Atelidae,Animal,Mammalia
LagAb2,LagAb2,Amato_2019,root,Host-associated,Mammalia,Primates,fecal,Atelidae,Animal,Mammalia
LagEllis1,LagEllis1,Amato_2019,root,Host-associated,Mammalia,Primates,fecal,Atelidae,Animal,Mammalia
LagEllis4,LagEllis4,Amato_2019,root,Host-associated,Mammalia,Primates,fecal,Atelidae,Animal,Mammalia
LagEllis5,LagEllis5,Amato_2019,root,Host-associated,Mammalia,Primates,fecal,Atelidae,Animal,Mammalia
Lc259,Lc259,Amato_2019,root,Host-associated,Mammalia,Primates,fecal,Lemuridae,Animal,Mammalia
Lc301,Lc301,Amato_2019,root,Host-associated,Mammalia,Primates,fecal,Lemuridae,Animal,Mammalia
Lc307,Lc307,Amato_2019,root,Host-associated,Mammalia,Primates,fecal,Lemuridae,Animal,Mammalia
Lc308,Lc308,Amato_2019,root,Host-associated,Mammalia,Primates,fecal,Lemuridae,Animal,Mammalia
Lc310,Lc310,Amato_2019,root,Host-associated,Mammalia,Primates,fecal,Lemuridae,Animal,Mammalia
Ptr1,Ptr1,Amato_2019,root,Host-associated,Mammalia,Primates,fecal,Hominidae,Animal,Mammalia
Ptr10,Ptr10,Amato_2019,root,Host-associated,Mammalia,Primates,fecal,Hominidae,Animal,Mammalia
Ptr11,Ptr11,Amato_2019,root,Host-associated,Mammalia,Primates,fecal,Hominidae,Animal,Mammalia
Ptr13,Ptr13,Amato_2019,root,Host-associated,Mammalia,Primates,fecal,Hominidae,Animal,Mammalia
PTr14,PTr14,Amato_2019,root,Host-associated,Mammalia,Primates,fecal,Hominidae,Animal,Mammalia
RC2036,RC2036,Amato_2019,root,Host-associated,Mammalia,Primates,fecal,Cercopithecidae,Animal,Mammalia
RC2068,RC2068,Amato_2019,root,Host-associated,Mammalia,Primates,fecal,Cercopithecidae,Animal,Mammalia
RC2071,RC2071,Amato_2019,root,Host-associated,Mammalia,Primates,fecal,Cercopithecidae,Animal,Mammalia
RC2096,RC2096,Amato_2019,root,Host-associated,Mammalia,Primates,fecal,Cercopithecidae,Animal,Mammalia
RC2098,RC2098,Amato_2019,root,Host-associated,Mammalia,Primates,fecal,Cercopithecidae,Animal,Mammalia
RT2013,RT2013,Amato_2019,root,Host-associated,Mammalia,Primates,fecal,Cercopithecidae,Animal,Mammalia
RT2017,RT2017,Amato_2019,root,Host-associated,Mammalia,Primates,fecal,Cercopithecidae,Animal,Mammalia
RT2019,RT2019,Amato_2019,root,Host-associated,Mammalia,Primates,fecal,Cercopithecidae,Animal,Mammalia
RT2021,RT2021,Amato_2019,root,Host-associated,Mammalia,Primates,fecal,Cercopithecidae,Animal,Mammalia
RT2048,RT2048,Amato_2019,root,Host-associated,Mammalia,Primates,fecal,Cercopithecidae,Animal,Mammalia
ERR2114804,ERR2114804,MGYS00005398,root,Host-associated,Plants,Phyllosphere,Phyllosphere,Salviniaceae,Plants,Others
ERR2114805,ERR2114805,MGYS00005398,root,Host-associated,Plants,Phyllosphere,Phyllosphere,Salviniaceae,Plants,Others
ERR2114806,ERR2114806,MGYS00005398,root,Host-associated,Plants,Phyllosphere,Phyllosphere,Salviniaceae,Plants,Others
ERR2114807,ERR2114807,MGYS00005398,root,Host-associated,Plants,Phyllosphere,Phyllosphere,Salviniaceae,Plants,Others
ERR2114808,ERR2114808,MGYS00005398,root,Host-associated,Plants,Phyllosphere,Phyllosphere,Salviniaceae,Plants,Others
ERR2114809,ERR2114809,MGYS00005398,root,Host-associated,Plants,Phyllosphere,Phyllosphere,Salviniaceae,Plants,Others
ERR2114810,ERR2114810,MGYS00005398,root,Host-associated,Plants,Phyllosphere,Phyllosphere,Salviniaceae,Plants,Others
ERR2114811,ERR2114811,MGYS00005398,root,Host-associated,Plants,Phyllosphere,Phyllosphere,Salviniaceae,Plants,Others
ERR2114812,ERR2114812,MGYS00005398,root,Host-associated,Plants,Phyllosphere,Phyllosphere,Salviniaceae,Plants,Others
ERR2144868,ERR2144868,MGYS00005398,root,Host-associated,Plants,Phyllosphere,Phyllosphere,Salviniaceae,Plants,Others
ERR2144869,ERR2144869,MGYS00005398,root,Host-associated,Plants,Phyllosphere,Phyllosphere,Salviniaceae,Plants,Others
ERR2144870,ERR2144870,MGYS00005398,root,Host-associated,Plants,Phyllosphere,Phyllosphere,Salviniaceae,Plants,Others
ERR2144871,ERR2144871,MGYS00005398,root,Host-associated,Plants,Phyllosphere,Phyllosphere,Salviniaceae,Plants,Others
ERR2144872,ERR2144872,MGYS00005398,root,Host-associated,Plants,Phyllosphere,Phyllosphere,Salviniaceae,Plants,Others
ERR2144873,ERR2144873,MGYS00005398,root,Host-associated,Plants,Phyllosphere,Phyllosphere,Salviniaceae,Plants,Others
ERR2144874,ERR2144874,MGYS00005398,root,Host-associated,Plants,Phyllosphere,Phyllosphere,Salviniaceae,Plants,Others
ERR2144875,ERR2144875,MGYS00005398,root,Host-associated,Plants,Phyllosphere,Phyllosphere,Salviniaceae,Plants,Others
ERR2144876,ERR2144876,MGYS00005398,root,Host-associated,Plants,Phyllosphere,Phyllosphere,Salviniaceae,Plants,Others
ERR2144877,ERR2144877,MGYS00005398,root,Host-associated,Plants,Phyllosphere,Phyllosphere,Salviniaceae,Plants,Others
ERR2144878,ERR2144878,MGYS00005398,root,Host-associated,Plants,Phyllosphere,Phyllosphere,Salviniaceae,Plants,Others
ERR2144879,ERR2144879,MGYS00005398,root,Host-associated,Plants,Phyllosphere,Phyllosphere,Salviniaceae,Plants,Others
ERR2144880,ERR2144880,MGYS00005398,root,Host-associated,Plants,Phyllosphere,Phyllosphere,Salviniaceae,Plants,Others
ERR2144881,ERR2144881,MGYS00005398,root,Host-associated,Plants,Phyllosphere,Phyllosphere,Salviniaceae,Plants,Others
ERR2144882,ERR2144882,MGYS00005398,root,Host-associated,Plants,Phyllosphere,Phyllosphere,Salviniaceae,Plants,Others
ERR2144883,ERR2144883,MGYS00005398,root,Host-associated,Plants,Phyllosphere,Phyllosphere,Salviniaceae,Plants,Others
ERR2144884,ERR2144884,MGYS00005398,root,Host-associated,Plants,Phyllosphere,Phyllosphere,Salviniaceae,Plants,Others
ERR2144885,ERR2144885,MGYS00005398,root,Host-associated,Plants,Phyllosphere,Phyllosphere,Salviniaceae,Plants,Others
ERR2144886,ERR2144886,MGYS00005398,root,Host-associated,Plants,Phyllosphere,Phyllosphere,Salviniaceae,Plants,Others
ERR2144887,ERR2144887,MGYS00005398,root,Host-associated,Plants,Phyllosphere,Phyllosphere,Salviniaceae,Plants,Others
ERR2144888,ERR2144888,MGYS00005398,root,Host-associated,Plants,Phyllosphere,Phyllosphere,Salviniaceae,Plants,Others
ERR2144889,ERR2144889,MGYS00005398,root,Host-associated,Plants,Phyllosphere,Phyllosphere,Salviniaceae,Plants,Others
ERR2144890,ERR2144890,MGYS00005398,root,Host-associated,Plants,Phyllosphere,Phyllosphere,Salviniaceae,Plants,Others
ERR2144891,ERR2144891,MGYS00005398,root,Host-associated,Plants,Phyllosphere,Phyllosphere,Salviniaceae,Plants,Others
ERR2144892,ERR2144892,MGYS00005398,root,Host-associated,Plants,Phyllosphere,Phyllosphere,Salviniaceae,Plants,Others
ERR2144893,ERR2144893,MGYS00005398,root,Host-associated,Plants,Phyllosphere,Phyllosphere,Salviniaceae,Plants,Others
ERR2144894,ERR2144894,MGYS00005398,root,Host-associated,Plants,Phyllosphere,Phyllosphere,Salviniaceae,Plants,Others
ERR2144895,ERR2144895,MGYS00005398,root,Host-associated,Plants,Phyllosphere,Phyllosphere,Salviniaceae,Plants,Others
ERR2144896,ERR2144896,MGYS00005398,root,Host-associated,Plants,Phyllosphere,Phyllosphere,Salviniaceae,Plants,Others
ERR2144897,ERR2144897,MGYS00005398,root,Host-associated,Plants,Phyllosphere,Phyllosphere,Salviniaceae,Plants,Others
ERR2144898,ERR2144898,MGYS00005398,root,Host-associated,Plants,Phyllosphere,Phyllosphere,Salviniaceae,Plants,Others
ERR2144899,ERR2144899,MGYS00005398,root,Host-associated,Plants,Phyllosphere,Phyllosphere,Salviniaceae,Plants,Others
ERR2144900,ERR2144900,MGYS00005398,root,Host-associated,Plants,Phyllosphere,Phyllosphere,Salviniaceae,Plants,Others
SRR10527385,SRR10527385,NA,root,Host-associated,Plants,Phyllosphere,Phyllosphere,NA,Plants,Others
SRR11092496,SRR11092496,NA,root,Host-associated,Plants,Rhizosphere,Rhizosphere,NA,Plants,Others
SRR11092498,SRR11092498,NA,root,Host-associated,Plants,Rhizosphere,Rhizosphere,Asteraceae,Plants,Others
SRR11092501,SRR11092501,NA,root,Host-associated,Plants,Rhizosphere,Rhizosphere,Poaceae,Plants,Others
SRR11092505,SRR11092505,NA,root,Host-associated,Plants,Rhizosphere,Rhizosphere,Asteraceae,Plants,Others
SRR11092508,SRR11092508,NA,root,Host-associated,Plants,Rhizosphere,Rhizosphere,Poaceae,Plants,Others
SRR11092511,SRR11092511,NA,root,Host-associated,Plants,Rhizosphere,Rhizosphere,Poaceae,Plants,Others
SRR4142418,SRR4142418,NA,root,Host-associated,Plants,Rhizosphere,Rhizosphere,Asparagaceae,Plants,Others
SRR6435859,SRR6435859,NA,root,Host-associated,Plants,Rhizosphere,Rhizosphere,Brassicaceae,Plants,Others
SRR6435862,SRR6435862,NA,root,Host-associated,Plants,Rhizosphere,Rhizosphere,Brassicaceae,Plants,Others
SRR6435880,SRR6435880,NA,root,Host-associated,Plants,Rhizosphere,Rhizosphere,Brassicaceae,Plants,Others
SRR6435882,SRR6435882,NA,root,Host-associated,Plants,Rhizosphere,Rhizosphere,Brassicaceae,Plants,Others
SRR6435883,SRR6435883,NA,root,Host-associated,Plants,Rhizosphere,Rhizosphere,Brassicaceae,Plants,Others
SRR6435884,SRR6435884,NA,root,Host-associated,Plants,Rhizosphere,Rhizosphere,Brassicaceae,Plants,Others
SRR6435887,SRR6435887,NA,root,Host-associated,Plants,Rhizosphere,Rhizosphere,Brassicaceae,Plants,Others
SRR6435946,SRR6435946,NA,root,Host-associated,Plants,Rhizosphere,Rhizosphere,Brassicaceae,Plants,Others
SRR6435947,SRR6435947,NA,root,Host-associated,Plants,Rhizosphere,Rhizosphere,Brassicaceae,Plants,Others
SRR6435948,SRR6435948,NA,root,Host-associated,Plants,Rhizosphere,Rhizosphere,Brassicaceae,Plants,Others
SRR6435949,SRR6435949,NA,root,Host-associated,Plants,Rhizosphere,Rhizosphere,Brassicaceae,Plants,Others
SRR6435951,SRR6435951,NA,root,Host-associated,Plants,Rhizosphere,Rhizosphere,Brassicaceae,Plants,Others
SRR6435956,SRR6435956,NA,root,Host-associated,Plants,Rhizosphere,Rhizosphere,Brassicaceae,Plants,Others
SRR6435958,SRR6435958,NA,root,Host-associated,Plants,Rhizosphere,Rhizosphere,Brassicaceae,Plants,Others
SRR6435959,SRR6435959,NA,root,Host-associated,Plants,Rhizosphere,Rhizosphere,Brassicaceae,Plants,Others
SRR6435960,SRR6435960,NA,root,Host-associated,Plants,Rhizosphere,Rhizosphere,Brassicaceae,Plants,Others
SRR6435961,SRR6435961,NA,root,Host-associated,Plants,Rhizosphere,Rhizosphere,Brassicaceae,Plants,Others
SRR6435983,SRR6435983,NA,root,Host-associated,Plants,Rhizosphere,Rhizosphere,Brassicaceae,Plants,Others
SRR6435984,SRR6435984,NA,root,Host-associated,Plants,Rhizosphere,Rhizosphere,Brassicaceae,Plants,Others
SRR6436016,SRR6436016,NA,root,Host-associated,Plants,Rhizosphere,Rhizosphere,Brassicaceae,Plants,Others
SRR6436017,SRR6436017,NA,root,Host-associated,Plants,Rhizosphere,Rhizosphere,Brassicaceae,Plants,Others
SRR6436020,SRR6436020,NA,root,Host-associated,Plants,Rhizosphere,Rhizosphere,Brassicaceae,Plants,Others
SRR6436021,SRR6436021,NA,root,Host-associated,Plants,Rhizosphere,Rhizosphere,Brassicaceae,Plants,Others
SRR6489859,SRR6489859,NA,root,Host-associated,Plants,Rhizosphere,Rhizosphere,Brassicaceae,Plants,Others
SRR6942504,SRR6942504,NA,root,Host-associated,Plants,Rhizosphere,Rhizosphere,Paniceae,Plants,Others
SRR6942514,SRR6942514,NA,root,Host-associated,Plants,Rhizosphere,Rhizosphere,Paniceae,Plants,Others
SRR6942518,SRR6942518,NA,root,Host-associated,Plants,Rhizosphere,Rhizosphere,Paniceae,Plants,Others
SRR6942519,SRR6942519,NA,root,Host-associated,Plants,Rhizosphere,Rhizosphere,Paniceae,Plants,Others
SRR6982567,SRR6982567,NA,root,Host-associated,Plants,Phyllosphere,Phyllosphere,Paniceae,Plants,Others
SRR6982699,SRR6982699,NA,root,Host-associated,Plants,Phyllosphere,Phyllosphere,Paniceae,Plants,Others
100UNCULTURED_S7,100UNCULTURED_S7,Muehlbauer_2020,root,Host-associated,Mammalia,Primates,fecal,Hominidae,Animal,Mammalia
14UNCULTURED_S8,14UNCULTURED_S8,Muehlbauer_2020,root,Host-associated,Mammalia,Primates,fecal,Hominidae,Animal,Mammalia
18UNCULTURED_S12,18UNCULTURED_S12,Muehlbauer_2020,root,Host-associated,Mammalia,Primates,fecal,Hominidae,Animal,Mammalia
19UNCULTURED_S14,19UNCULTURED_S14,Muehlbauer_2020,root,Host-associated,Mammalia,Primates,fecal,Hominidae,Animal,Mammalia
24UNCULTURED_S3,24UNCULTURED_S3,Muehlbauer_2020,root,Host-associated,Mammalia,Primates,fecal,Hominidae,Animal,Mammalia
26UNCULTURED_S4,26UNCULTURED_S4,Muehlbauer_2020,root,Host-associated,Mammalia,Primates,fecal,Hominidae,Animal,Mammalia
28UNCULTURED_S6,28UNCULTURED_S6,Muehlbauer_2020,root,Host-associated,Mammalia,Primates,fecal,Hominidae,Animal,Mammalia
2UNCULTURED_S1,2UNCULTURED_S1,Muehlbauer_2020,root,Host-associated,Mammalia,Primates,fecal,Hominidae,Animal,Mammalia
300UNCULTURED_S9,300UNCULTURED_S9,Muehlbauer_2020,root,Host-associated,Mammalia,Primates,fecal,Hominidae,Animal,Mammalia
36UNCULTURED_S10,36UNCULTURED_S10,Muehlbauer_2020,root,Host-associated,Mammalia,Primates,fecal,Hominidae,Animal,Mammalia
400UNCULTURED_S11,400UNCULTURED_S11,Muehlbauer_2020,root,Host-associated,Mammalia,Primates,fecal,Hominidae,Animal,Mammalia
40UNCULTURED_S15,40UNCULTURED_S15,Muehlbauer_2020,root,Host-associated,Mammalia,Primates,fecal,Hominidae,Animal,Mammalia
4UNCULTURED_S2,4UNCULTURED_S2,Muehlbauer_2020,root,Host-associated,Mammalia,Primates,fecal,Hominidae,Animal,Mammalia
500UNCULTURED_S13,500UNCULTURED_S13,Muehlbauer_2020,root,Host-associated,Mammalia,Primates,fecal,Hominidae,Animal,Mammalia
8UNCULTURED_S5,8UNCULTURED_S5,Muehlbauer_2020,root,Host-associated,Mammalia,Primates,fecal,Hominidae,Animal,Mammalia
lucaAR31_S16,lucaAR31_S16,Muehlbauer_2020,root,Host-associated,Mammalia,Primates,fecal,Hominidae,Animal,Mammalia
lucaAR32_S17,lucaAR32_S17,Muehlbauer_2020,root,Host-associated,Mammalia,Primates,fecal,Hominidae,Animal,Mammalia
lucaAR33_S18,lucaAR33_S18,Muehlbauer_2020,root,Host-associated,Mammalia,Primates,fecal,Hominidae,Animal,Mammalia
lucaAR34_S19,lucaAR34_S19,Muehlbauer_2020,root,Host-associated,Mammalia,Primates,fecal,Hominidae,Animal,Mammalia
